"North Carolina Department of Transportation
Traffic Engineering Accident Analysis System
Fiche Report"
"County","County Code","Division","Municipality","Municipality
Code","Begin Date","End Date","Years","Y-Line
Feet"
,"WAYNE","96","4","All and Rural","","10/1/2015","9/30/2025","10.00","150"
"Road Name","Road Code"
"NC 581","30000581"
"BILL","50002677"
"SR 1960","40001960"
"SPRING BANK","50034637"
"SPRING","50028855"
"BANK","50001579"
"NC 111","30000111"
"OLD NC 111","50036308"
"SR 1727","40001727"
"DOLLARD TOWN","50037495"
"11/25/2025","Page 1 of 92"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
"0","NC 581","0.300","S","SR 1317","SR 1326","NC 581","16.778","","107531989","2023-11-18","21","1","0","1","O"
"0","NC 581","0.300","S","SR 1317","SR 1326","NC 581","16.778","","105867515","2019-05-17","29","1","0","1","O"
"0","NC 581","0.300","S","SR 1317","SR 1326","NC 581","16.778","","104636545","2016-02-02","17","1","0","1","O"
"0","NC 581","0.300","S","SR 1317","SR 1326","NC 581","16.778","","104869828","2016-10-03","19","1","0","1","O"
"0","NC 581","0.300","S","SR 1317","SR 1326","NC 581","16.778","","106486517","2021-02-07","19","1","0","5","O"
"0","NC 581","0.300","S","SR 1317","SR 1326","NC 581","16.778","","106394648","2020-11-04","17","1","0","5","O"
"0","NC 581","0.600","N","SR 1326","SR 1317","NC 581","16.781","","106806677","2021-12-16","21","1","0","1","C"
"0","NC 581","0.230","S","SR 1317","SR 1326","NC 581","16.848","","106718450","2021-10-05","19","1","0","1","C"
"0","NC 581","0.220","S","SR 1317","SR 1326","NC 581","16.858","","107328715","2023-05-02","19","1","0","1","B"
"0","NC 581","0.200","S","SR 1317","SR 1326","NC 581","16.878","","107623004","2024-02-12","19","2","0","5","C"
"0","NC 581","0.200","S","SR 1317","SR 1326","NC 581","16.878","","105796895","2019-03-08","19","1","0","5","A"
"0","NC 581","0.200","S","SR 1317","SR 1326","NC 581","16.878","","107217699","2023-01-16","21","1","5","5","O"
"0","NC 581","0.200","S","SR 1317","SR 1326","NC 581","16.878","","105406839","2018-03-07","14","1","0","5","C"
"0","NC 581","0.200","S","SR 1317","SR 1326","NC 581","16.878","","107595851","2024-01-14","29","1","0","5","O"
"0","NC 581","0.100","S","SR 1317","SR 1326","NC 581","16.978","","106712113","2021-09-25","21","1","0","1","O"
"0","NC 581","0.100","S","SR 1317","SR 1326","NC 581","16.978","","105102461","2017-05-16","19","1","0","1","O"
"0","NC 581","0.100","S","SR 1324","SR 1317","NC 581","17.069","","106850315","2022-02-01","17","1","0","5","O"
"0","NC 581","0.000","","SR 1317","SR 1324","NC 581","17.078","","105477420","2018-05-10","24","1","8","1","C"
"0","NC 581","0.000","","SR 1317","SR 1324","NC 581","17.078","","106729387","2021-10-13","21","1","9","2","O"
"0","NC 581","0.000","","SR 1317","SR 1524","NC 581","17.078","","105284811","2017-11-10","23","1","8","5","O"
"0","NC 581","0.001","N","SR 1317","SR 1324","NC 581","17.079","","107444217","2023-08-30","24","1","8","1","O"
"0","NC 581","0.011","N","SR 1317","SR 1324","NC 581","17.089","","105312496","2017-12-05","17","1","0","5","B"
"0","NC 581","0.013","N","SR 1317","SR 1330","NC 581","17.091","","105867203","2019-05-16","21","1","8","1","C"
"0","NC 581","0.000","","SR 1324","SR 1317","NC 581","17.169","","105201598","2017-08-26","21","1","8","1","C"
"0","NC 581","0.000","","SR 1324","SR 1317","NC 581","17.169","","106150759","2020-02-05","24","2","9","1","O"
"0","NC 581","0.000","","SR 1324","SR 1317","NC 581","17.169","","105811681","2019-03-22","24","1","9","1","O"
"0","NC 581","0.000","","SR 1324","SR 1317","NC 581","17.169","","106980738","2022-06-07","24","1","8","1","O"
"0","NC 581","0.000","","SR 1324","","NC 581","17.169","","106655970","2021-08-10","24","1","8","1","O"
"0","NC 581","0.004","N","SR 1324","SR 1330","NC 581","17.173","","107199777","2022-12-30","21","1","12","1","C"
"0","NC 581","0.100","N","SR 1317","SR 1330","NC 581","17.178","","106315179","2020-08-15","29","1","0","1","O"
"0","NC 581","0.100","N","SR 1317","SR 1324","NC 581","17.178","","107928796","2024-11-17","17","1","0","5","O"
"0","NC 581","1.000","N","SR 1326","SR 1317","NC 581","17.181","","108104428","2025-05-06","19","1","0","1","B"
"11/25/2025","Page 69 of 92"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
"0","NC 581","0.071","N","SR 1324","SR 1400","NC 581","17.240","","104737415","2016-05-09","27","1","0","1","A"
"0","NC 581","0.200","S","SR 1400","SR 1324","NC 581","17.248","","104598937","2015-12-23","19","2","0","5","O"
"0","NC 581","0.100","N","SR 1324","SR 1330","NC 581","17.269","","105423403","2018-03-15","21","1","0","1","O"
"0","NC 581","0.100","N","SR 1324","SR 1330","NC 581","17.269","","105332314","2017-12-23","17","1","0","5","A"
"0","NC 581","0.100","N","SR 1324","SR 1330","NC 581","17.269","","104747303","2016-05-17","19","1","0","5","O"
"0","NC 581","0.013","S","SR 1400","SR 1324","NC 581","17.435","","107288518","2023-03-22","21","1","0","1","O"
"0","NC 581","0.016","N","SR 1400","SR 1330","NC 581","17.464","","105506047","2018-06-09","21","1","0","1","O"
"0","NC 581","0.100","S","SR 1330","SR 1324","NC 581","17.498","","106105786","2019-12-23","19","2","0","1","O"
"0","NC 581","0.035","S","SR 1330","SR 1400","NC 581","17.563","","107706197","2024-05-02","19","1","0","5","O"
"0","NC 581","0.000","","SR 1330","SR 1324","NC 581","17.598","","105286440","2017-10-29","23","1","8","5","C"
"0","NC 581","0.000","","SR 1330","SR 1317","NC 581","17.598","","104699505","2016-04-09","24","1","8","1","C"
"0","NC 581","0.064","N","SR 1330","SR 1337","NC 581","17.662","","106881966","2022-03-04","21","1","5","2","C"
"0","NC 581","0.100","N","SR 1330","SR 1002","NC 581","17.698","","105406229","2018-03-05","19","1","0","1","B"
"0","NC 581","0.100","N","SR 1330","SR 1332","NC 581","17.698","","104904049","2016-11-02","19","1","0","1","B"
"0","NC 581","0.100","N","SR 1330","SR 1002","NC 581","17.698","","105853210","2019-05-01","19","1","5","3","C"
"0","NC 581","0.100","N","SR 1330","SR 1332","NC 581","17.698","","106498202","2021-02-24","17","1","0","5","O"
"0","NC 581","0.500","S","SR 1332","SR 1330","NC 581","17.772","","106455113","2021-01-02","19","2","0","5","O"
"0","NC 581","0.200","N","SR 1330","SR 1332","NC 581","17.798","","105309909","2017-12-04","23","1","0","1","O"
"0","NC 581","0.200","NW","SR 1330","SR 1332","NC 581","17.798","","104854411","2016-09-18","19","1","0","1","O"
"0","NC 581","1.700","N","SR 1326","SR 1317","NC 581","17.881","","105499844","2018-06-02","17","1","0","5","O"
"0","NC 581","0.300","N","SR 1330","SR 1332","NC 581","17.898","","106222931","2020-05-08","19","1","0","1","B"
"0","NC 581","0.300","S","SR 1332","SR 1317","NC 581","17.972","","107328221","2023-04-30","19","2","0","1","C"
"0","NC 581","0.300","S","SR 1332","SR 1330","NC 581","17.972","","107054504","2022-08-17","19","1","5","1","A"
"0","NC 581","0.400","N","SR 1330","SR 1002","NC 581","17.998","","106134709","2020-01-22","17","1","0","1","O"
"0","NC 581","0.400","N","SR 1330","SR 1332","NC 581","17.998","","104897096","2016-10-30","17","1","0","5","O"
"0","NC 581","1.000","N","SR 1317","SR 1002","NC 581","18.078","","105130666","2017-06-09","25","1","0","1","O"
"0","NC 581","1.000","N","SR 1317","SR 1326","NC 581","18.078","","106064430","2019-11-06","21","1","0","1","O"
"0","NC 581","0.150","S","SR 1332","SR 1330","NC 581","18.122","","108073857","2025-04-06","19","1","5","1","B"
"0","NC 581","0.100","S","SR 1332","SR 1330","NC 581","18.172","","107650000","2024-03-09","19","1","0","5","O"
"0","NC 581","0.100","S","SR 1332","SR 1330","NC 581","18.172","","107609654","2024-01-30","22","1","5","1","C"
"0","NC 581","0.000","","SR 1332","SR 1377","NC 581","18.272","","106232721","2020-05-22","24","1","8","1","O"
"0","NC 581","0.013","N","SR 1332","SR 1002","NC 581","18.285","","106165890","2020-02-22","19","1","8","1","O"
"11/25/2025","Page 70 of 92"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
"0","NC 581","0.076","N","SR 1332","SR 1002","NC 581","18.348","","107883103","2024-10-12","17","1","0","5","O"
"0","NC 581","0.100","N","SR 1332","SR 1377","NC 581","18.372","","106812262","2021-12-22","17","1","0","5","O"
"0","NC 581","0.100","N","SR 1332","SR 1337","NC 581","18.372","","105839171","2019-04-19","19","1","0","5","B"
"0","NC 581","0.100","NW","SR 1332","SR 1002","NC 581","18.372","","104560591","2015-11-17","21","1","0","1","O"
"0","NC 581","0.200","N","SR 1332","SR 1002","NC 581","18.472","","105761426","2019-01-24","18","1","","2","O"
"0","NC 581","0.200","N","SR 1332","SR 1377","NC 581","18.472","","107214651","2023-01-12","17","1","0","5","O"
"0","NC 581","0.200","N","SR 1332","SR 1377","NC 581","18.472","","106854167","2022-02-06","17","1","0","5","O"
"0","NC 581","1.000","S","SR 1002","SR 1377","NC 581","18.555","","106760441","2021-11-07","17","1","0","5","O"
"0","NC 581","0.100","N","SR 1377","SR 1002","NC 581","18.727","","104965486","2016-12-24","19","1","5","5","C"
"0","NC 581","0.110","N","SR 1377","SR 1002","NC 581","18.737","","106677952","2021-08-26","27","1","0","1","A"
"0","NC 581","0.200","N","SR 1377","SR 1002","NC 581","18.827","","106084392","2019-11-28","21","1","0","5","B"
"0","NC 581","0.600","S","SR 1002","SR 1332","NC 581","18.955","","106619016","2021-06-21","17","1","0","5","O"
"0","NC 581","0.500","N","SR 1377","SR 1002","NC 581","19.127","","106302689","2020-08-06","18","1","0","1","B"
"0","NC 581","0.500","N","SR 1377","SR 1002","NC 581","19.127","","106305966","2020-08-10","19","1","0","1","O"
"0","NC 581","0.400","S","SR 1002","SR 1332","NC 581","19.155","","104916976","2016-11-14","18","1","0","5","O"
"0","NC 581","0.600","N","SR 1377","SR 1002","NC 581","19.227","","108060119","2025-03-26","25","1","0","1","O"
"0","NC 581","0.300","S","SR 1002","SR 1336","NC 581","19.255","","104508742","2015-10-03","17","1","0","5","O"
"0","NC 581","0.100","S","SR 1002","SR 1377","NC 581","19.455","","106428503","2020-12-01","19","1","0","1","O"
"0","NC 581","0.038","S","SR 1002","SR 1332","NC 581","19.517","","106397318","2020-11-05","17","1","0","5","O"
"0","NC 581","0.005","S","SR 1002","SR 1332","NC 581","19.550","","107640835","2024-02-29","31","1","7","1","C"
"0","NC 581","0.000","","SR 1002","NC 222","NC 581","19.555","","108104456","2025-05-04","26","1","7","1","O"
"0","NC 581","0.000","","SR 1002","SR 1336","NC 581","19.555","","106714308","2021-10-01","30","1","7","1","O"
"0","NC 581","0.000","","SR 1002","SR 1336","NC 581","19.555","","106305969","2020-08-07","30","1","7","5","O"
"0","NC 581","0.000","","SR 1002","SR 1325","NC 581","19.555","","106624055","2021-06-28","30","1","7","1","O"
"0","NC 581","0.000","","SR 1002","SR 1336","NC 581","19.555","","107031244","2022-07-28","30","1","7","5","O"
"0","NC 581","0.000","","SR 1002","SR 1333","NC 581","19.555","","104538298","2015-10-25","24","1","7","1","C"
"0","NC 581","0.000","","SR 1002","SR 1377","NC 581","19.555","","107545785","2023-11-29","24","1","7","1","O"
"0","NC 581","0.018","N","SR 1002","SR 1336","NC 581","19.573","","104983973","2017-01-21","27","2","0","5","C"
"0","NC 581","0.038","N","SR 1002","SR 1336","NC 581","19.593","","104781068","2016-06-30","19","1","0","5","O"
"0","NC 581","0.100","N","SR 1002","SR 1336","NC 581","19.655","","107772077","2024-07-03","17","1","0","5","O"
"0","NC 581","0.100","N","SR 1002","SR 1336","NC 581","19.655","","107864490","2024-09-17","21","2","5","1","B"
"0","NC 581","0.700","S","SR 1336","SR 1002","NC 581","20.037","","105722632","2018-12-19","17","1","0","5","O"
"11/25/2025","Page 71 of 92"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
"0","NC 581","0.400","S","SR 1336","SR 1002","NC 581","20.337","","106930170","2022-04-18","28","1","0","1","O"
"0","NC 581","0.900","N","SR 1002","SR 1336","NC 581","20.455","","106170007","2020-02-26","21","1","0","1","B"
"0","NC 581","0.270","S","SR 1336","SR 1002","NC 581","20.467","","107245650","2023-02-13","29","1","0","1","O"
"0","NC 581","0.100","S","SR 1336","SR 1475","NC 581","20.637","","107870718","2024-09-30","23","2","5","1","C"
"0","NC 581","0.010","S","SR 1336","SR 1002","NC 581","20.727","","105713323","2018-12-17","22","1","0","1","O"
"0","NC 581","0.000","","SR 1336","SR 1002","NC 581","20.737","","107996164","2025-01-15","23","1","7","5","C"
"0","NC 581","0.000","","SR 1336","SR 1002","NC 581","20.737","","107672620","2024-03-21","30","1","7","1","K"
"0","NC 581","0.000","","SR 1336","SR 1337","NC 581","20.737","","106600771","2021-06-10","24","2","7","1","O"
"0","NC 581","0.000","","SR 1336","SR 1337","NC 581","20.737","","108219178","2025-08-27","24","1","7","5","O"
"0","NC 581","0.000","","SR 1336","","NC 581","20.737","","106827720","2022-01-08","30","1","0","1","C"
"0","NC 581","0.044","N","SR 1336","SR 1337","NC 581","20.781","","105425915","2018-03-24","19","3","4","5","B"
"0","NC 581","0.100","N","SR 1336","SR 1337","NC 581","20.837","","107445847","2023-09-02","19","1","4","1","O"
"0","NC 581","0.150","N","SR 1336","SR 1337","NC 581","20.887","","108063987","2025-03-28","17","1","0","5","O"
"0","NC 581","0.200","N","SR 1336","SR 1337","NC 581","20.937","","106543409","2021-04-07","17","1","0","1","O"
"0","NC 581","0.200","N","SR 1336","SR 1337","NC 581","20.937","","104685206","2016-03-25","21","1","4","1","O"
"0","NC 581","0.200","NW","SR 1336","SR 1337","NC 581","20.937","","104982203","2017-01-12","19","2","0","5","C"
"0","NC 581","0.500","N","SR 1336","SR 1337","NC 581","21.237","","106561042","2021-04-29","17","1","0","5","O"
"0","NC 581","0.500","S","SR 1337","SR 1336","NC 581","21.451","","107701632","2024-04-28","21","1","0","1","O"
"0","NC 581","0.500","S","SR 1337","SR 1336","NC 581","21.451","","106618468","2021-06-20","17","1","0","5","O"
"0","NC 581","0.400","S","SR 1337","SR 1336","NC 581","21.551","","107864504","2024-09-19","23","1","5","1","O"
"0","NC 581","0.100","S","SR 1337","SR 1336","NC 581","21.851","","106160655","2020-02-17","17","2","0","5","O"
"0","NC 581","0.100","S","SR 1337","SR 1336","NC 581","21.851","","105563865","2018-08-06","5","1","0","1","C"
"0","NC 581","0.021","S","SR 1337","SR 1336","NC 581","21.930","","105492774","2018-05-28","19","1","0","1","O"
"0","NC 581","0.000","","SR 1337","SR 1339","NC 581","21.951","","107052509","2022-08-21","30","3","7","1","B"
"0","NC 581","0.000","","SR 1337","SR 1339","NC 581","21.951","","106568094","2021-05-01","24","1","7","1","C"
"0","NC 581","0.100","N","SR 1337","NC 222","NC 581","22.051","","105648503","2018-10-24","17","1","0","5","C"
"0","NC 581","0.200","N","SR 1337","SR 1339","NC 581","22.151","","105583740","2018-08-23","19","1","0","5","O"
"0","NC 581","0.200","N","SR 1337","SR 1001","NC 581","22.151","","107554721","2023-11-19","17","1","0","5","O"
"0","NC 581","0.100","S","SR 1339","SR 1341","NC 581","22.171","","107096472","2022-09-23","23","1","5","1","O"
"0","NC 581","0.000","","SR 1339","SR 1337","NC 581","22.271","","106949762","2022-05-06","24","1","8","5","O"
"0","NC 581","0.100","N","SR 1339","SR 1001","NC 581","22.371","","105307867","2017-11-24","24","1","5","1","B"
"0","NC 581","0.400","NE","SR 1339","SR 1001","NC 581","22.671","","106694082","2021-09-07","28","1","0","1","O"
"11/25/2025","Page 72 of 92"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
"0","NC 581","0.800","N","SR 1337","SR 1341","NC 581","22.751","","106690271","2021-09-06","19","1","0","5","C"
"0","NC 581","0.200","S","SR 1001","SR 1339","NC 581","23.016","","107238355","2023-02-07","17","1","0","5","O"
"0","NC 581","0.200","S","SR 1341","SR 1339","NC 581","23.016","","108198817","2025-08-04","19","1","0","1","B"
"0","NC 581","0.100","S","SR 1001","SR 1339","NC 581","23.116","","104885198","2016-10-19","19","1","0","1","C"
"0","NC 581","0.009","S","SR 1001","SR 1342","NC 581","23.207","","104613085","2016-01-10","5","2","0","5","O"
"0","NC 581","0.000","","SR 1001","NC 222","NC 581","23.216","","106214495","2020-04-30","19","2","7","1","O"
"0","NC 581","1.000","N","SR 1339","SR 1342","NC 581","23.271","","105717292","2018-12-15","21","2","7","1","O"
"0","NC 581","0.100","N","SR 1001","SR 1377","NC 581","23.316","","106432185","2020-12-03","23","1","5","5","O"
"0","NC 581","0.200","S","SR 1342","SR 1001","NC 581","23.502","","107547929","2023-11-30","19","1","0","5","B"
"0","NC 581","0.300","N","SR 1001","SR 1342","NC 581","23.516","","105839030","2019-04-20","17","1","0","5","O"
"0","NC 581","0.011","S","SR 1342","SR 1001","NC 581","23.691","","107272260","2023-03-14","21","1","12","1","O"
"0","NC 581","0.008","S","SR 1342","NC 222","NC 581","23.694","","105324970","2017-12-13","13","1","0","5","O"
"0","NC 581","0.000","","SR 1342","NC 222","NC 581","23.702","","108099157","2025-05-02","30","1","7","1","O"
"0","NC 581","0.000","","SR 1342","NC 222","NC 581","23.702","","107988140","2025-01-07","13","1","7","1","O"
"0","NC 581","0.000","","SR 1342","CL-JOHNSTON","NC 581","23.702","","107660465","2024-03-16","30","1","7","2","O"
"0","NC 581","0.000","","SR 1342","SR 1001","NC 581","23.702","","106866567","2022-02-17","30","1","7","1","B"
"0","NC 581","0.000","","SR 1342","SR 1353","NC 581","23.702","","106410111","2020-11-06","30","1","7","5","K"
"0","NC 581","0.000","","SR 1342","NC 222","NC 581","23.702","","107835350","2024-08-31","30","1","7","1","C"
"0","NC 581","0.000","","SR 1342","NC 222","NC 581","23.702","","104800900","2016-07-15","30","1","7","1","O"
"0","NC 581","0.000","","SR 1342","SR 1001","NC 581","23.702","","105976908","2019-08-29","24","1","7","1","O"
"0","NC 581","0.000","","SR 1342","NC 222","NC 581","23.702","","106170897","2020-03-01","25","1","7","1","O"
"0","NC 581","0.000","","SR 1342","SR 1001","NC 581","23.702","","105695218","2018-12-01","30","2","7","1","O"
"0","NC 581","0.000","","SR 1342","SR 1343","NC 581","23.702","","105689657","2018-11-26","30","1","7","3","C"
"0","NC 581","0.000","","SR 1342","NC 222","NC 581","23.702","","107662190","2024-03-19","30","1","7","1","O"
"0","NC 581","0.500","N","SR 1341","SR 1342","NC 581","23.716","","107824676","2024-08-20","17","1","0","5","O"
"0","NC 581","0.800","S","NC 222","SR 1342","NC 581","23.935","","107586110","2024-01-04","19","1","0","5","O"
"0","NC 581","0.700","S","NC 222","SR 1242","NC 581","24.035","","105095278","2017-04-28","28","1","0","1","O"
"0","NC 581","0.500","S","NC 222","SR 1342","NC 581","24.235","","107633842","2024-02-21","29","1","0","1","O"
"211","NC 581","10.000","N","US 70","","NC 581","24.600","","105500881","2018-05-26","21","1","0","1","O"
"0","NC 581","0.100","S","NC 222","SR 1342","NC 581","24.635","","104652728","2016-02-07","19","2","0","5",""
"0","NC 581","1.000","N","MEMORIAL CH","NC 222","NC 581","24.702","","105801341","2019-03-10","17","1","0","5","O"
"0","NC 581","1.000","N","SR 1342","NC 222","NC 581","24.702","","104538631","2015-10-28","19","1","0","1","B"
"11/25/2025","Page 73 of 92"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
"0","NC 581","0.000","","NC 222","SR 1343","NC 581","24.735","","104992265","2016-12-22","30","1","7","5","A"
"0","NC 581","0.000","N","NC 222","SR 1343","NC 581","24.735","","107465558","2023-09-19","30","1","7","1","B"
"0","NC 581","0.200","N","NC 222","SR 1343","NC 581","24.935","","107644944","2024-03-02","19","2","0","5","O"
"0","NC 581","0.200","N","NC 222","SR 1343","NC 581","24.935","","106310668","2020-08-10","19","1","0","5",""
"0","NC 581","1.000","S","SR 1348","SR 1346","NC 581","25.484","","107006448","2022-06-26","19","1","0","1","K"
"0","NC 581","0.770","N","NC 222","SR 1343","NC 581","25.505","","107717899","2024-05-13","19","1","0","1","O"
"0","NC 581","0.010","N","SR 1346","SR 1348","NC 581","26.052","","107935913","2024-11-17","17","1","0","1","O"
"0","NC 581","0.100","S","SR 1348","SR 1346","NC 581","26.384","","106251779","2020-06-14","17","1","0","1","O"
"0","NC 581","0.600","N","SR 1343","SR 1348","NC 581","26.438","","106777697","2021-11-22","17","1","0","5","O"
"0","NC 581","0.000","","SR 1348","NC 222","NC 581","26.484","","104711530","2016-04-15","21","1","7","1","O"
"0","NC 581","0.000","","SR 1348","SR 1367","NC 581","26.484","","106806671","2021-12-14","30","1","7","5","C"
"0","NC 581","0.000","","SR 1348","SR 1346","NC 581","26.484","","105473917","2018-05-05","21","1","7","1","O"
"0","NC 581","0.200","W","SR 1367","SR 1347","NC 581","26.684","","105044813","2017-03-20","17","1","","5","O"
"0","NC 581","0.300","W","SR 1367","CL-WILSON","NC 581","26.784","","106160735","2020-02-16","19","1","0","1","B"
"0","NC 581","0.200","S","SR 1347","SR 1367","NC 581","26.862","","106838101","2022-01-20","19","1","5","1","O"
"0","NC 581","0.400","N","SR 1348","SR 1347","NC 581","26.884","","107214635","2023-01-14","17","1","0","5","O"
"0","NC 581","0.500","N","SR 1348","SR 1347","NC 581","26.984","","106540362","2021-04-06","17","1","0","5","O"
"0","NC 581","0.300","NW","SR 1347","CL-WILSON","NC 581","27.362","","105746135","2019-01-16","17","1","0","5","O"
"0","NC 581","0.500","N","SR 1347","CL-WILSON","NC 581","27.501","","107013337","2022-07-10","18","2","0","1","B"
"0","NC 581","0.000","","I 42","SR 1326","NC 581","999.999","","108006519","2025-01-29","21","1","1","1","C"
"0","NC 581","0.000","","I 42","US 70","NC 581","999.999","","107968767","2024-12-21","24","1","17","5","O"
"0","NC 581","0.300","N","I 42","SR 1329","NC 581","999.999","","108115940","2025-05-09","17","1","0","5","O"
"0","NC 581","0.000","","ISAAC SMITH","DEAD END","NC 581","999.999","","108158928","2025-06-28","30","1","7","1","B"
"0","NC 581","0.000","","ISAAC SMITH","","NC 581","999.999","","107128184","2022-10-20","24","1","0","1","B"
"0","NC 581","0.028","S","ISAAC SMITH","SR 1237","NC 581","999.999","","106904637","2022-03-28","21","1","0","1","O"
"0","NC 581","0.047","N","ISAAC SMITH","US 70","NC 581","999.999","","107322779","2023-04-28","21","2","0","1","O"
"0","NC 581","0.083","N","ISAAC SMITH","US 70","NC 581","999.999","","108244180","2025-09-25","24","1","0","1","B"
"0","NC 581","0.083","N","ISAAC SMITH","US 70","NC 581","999.999","","108240015","2025-09-20","24","1","0","1","C"
"0","NC 581","0.300","S","ISAAC SMITH","SR 1237","NC 581","999.999","","107670426","2024-03-28","19","2","5","1","C"
"211","NC 581","0.000","","NC 581","","NC 581","999.999","","105578580","2018-08-10","22","1","0","1","O"
"0","NC 581","0.000","","NC 581","SR 1237","NC 581","999.999","","106349469","2020-09-22","32","1","7","1","O"
"211","NC 581","0.000","N","NC 581","US 70","NC 581","999.999","","106506699","2021-02-19","30","1","","1","O"
"11/25/2025","Page 74 of 92"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
"211","NC 581","0.076","W","NC 581","","NC 581","999.999","","105934394","2019-06-28","30","1","7","1","C"
"0","NC 581","0.300","E","NC 581","SR 1236","NC 581","999.999","","105670644","2018-11-09","17","1","0","5","O"
"0","NC 581","0.400","E","NC 581","SR 1918","NC 581","999.999","","106484788","2021-02-08","18","1","0","5","C"
"0","NC 581","0.000","","PVA HANDY MART","US 70","NC 581","999.999","","105123110","2017-05-25","24","1","4","1","C"
"0","NC 581","0.000","","PVA SHEETZ","US 70","NC 581","999.999","","106236069","2020-05-26","24","1","4","2","O"
"0","NC 581","0.500","W","SR 1107","BROOK","NC 581","999.999","","108163430","2025-06-20","19","1","0","3","O"
"0","NC 581","0.400","E","SR 1120","SR 1008","NC 581","999.999","","108245938","2025-09-27","19","1","0","1","O"
"0","NC 581","0.005","W","SR 1226","US 70","NC 581","999.999","","106571890","2021-04-17","21","1","8","1","O"
"0","NC 581","0.100","N","SR 1226","LITTLE RIVER","NC 581","999.999","","106571889","2021-05-07","21","1","0","1","O"
"0","NC 581","0.000","","SR 1236","SR 1242","NC 581","999.999","","106624315","2021-07-04","23","1","7","1","O"
"0","NC 581","0.000","","SR 1236","","NC 581","999.999","","106991270","2022-06-17","24","1","7","1","C"
"0","NC 581","0.000","","SR 1236","SR 2102","NC 581","999.999","","106932939","2022-04-24","23","1","7","5","O"
"0","NC 581","0.100","E","SR 1259","SR 1918","NC 581","999.999","","105510340","2018-06-09","19","1","0","1","B"
"0","NC 581","0.100","W","SR 1259","SR 1925","NC 581","999.999","","104636602","2016-02-06","17","1","0","5","O"
"0","NC 581","0.150","S","SR 1276","SR 1239","NC 581","999.999","","105438049","2018-04-01","19","1","0","5","B"
"0","NC 581","1.200","N","SR 1414","SR 1337","NC 581","999.999","","107479631","2023-10-03","21","1","0","1","B"
"0","NC 581","0.000","N","SR 1475","*LCL CHOCTAW DR ","NC 581","999.999","","107918441","2024-11-11","30","1","7","5","B"
"0","NC 581","0.200","S","SR 1475","SR 1377","NC 581","999.999","","107364075","2023-06-12","19","1","0","1","O"
"0","NC 581","0.500","S","SR 1730","SR 2050","NC 581","999.999","","104935347","2016-12-04","19","2","5","5","C"
"0","NC 581","0.002","S","SR 1928","US 70","NC 581","999.999","","107281074","2023-03-23","21","1","8","1","C"
"0","NC 581","0.000","","SR 1961","NC 111","NC 581","999.999","","107689016","2024-04-12","30","1","7","1","O"
"0","NC 581","0.004","W","SR 1961","SR 1960","NC 581","999.999","","107167623","2022-12-01","26","1","7","1","O"
"0","NC 581","0.100","E","SR 1961","NC 111","NC 581","999.999","","107848810","2024-09-08","20","1","0","5","C"
"0","NC 581","0.000","","US 117","SR 1926","NC 581","999.999","","104961210","2016-12-26","28","2","7","5","O"
"0","NC 581","0.000","","US 117","SR 1926","NC 581","999.999","","106745069","2021-10-27","30","1","7","1","B"
"0","NC 581","0.000","","US 117","SR 1926","NC 581","999.999","","105561376","2018-08-02","25","1","8","1","O"
"0","NC 581","0.004","E","US 117","","NC 581","999.999","","106217550","2020-04-28","21","1","7","1","C"
"0","NC 581","0.011","W","US 117","US 117","NC 581","999.999","","105910844","2019-06-17","24","1","7","1","O"
"0","NC 581","0.025","N","US 117","US 117","NC 581","999.999","","105661563","2018-10-31","21","1","12","1","C"
"0","NC 581","0.100","N","US 117","I 795","NC 581","999.999","","106864261","2022-02-15","28","1","0","1","O"
"211","NC 581","0.260","W","US 117","GRANTHAM","NC 581","999.999","","107939710","2024-11-30","21","1","0","2","C"
"0","NC 581","0.000","","US 70BUS","US 70","NC 581","999.999","","105013306","2017-02-12","24","1","7","5","O"
"11/25/2025","Page 75 of 92"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
"0","NC 581","0.000","","US 70BUS","US 70","NC 581","999.999","","105069065","2017-04-03","24","1","7","1","O"
