"North Carolina Department of Transportation
Traffic Engineering Accident Analysis System
Fiche Report"
"County","County Code","Division","Municipality","Municipality
Code","Begin Date","End Date","Years","Y-Line
Feet"
,"WAYNE","96","4","All and Rural","","10/1/2015","9/30/2025","10.00","150"
"Road Name","Road Code"
"NC 581","30000581"
"BILL","50002677"
"SR 1960","40001960"
"SPRING BANK","50034637"
"SPRING","50028855"
"BANK","50001579"
"NC 111","30000111"
"OLD NC 111","50036308"
"SR 1727","40001727"
"DOLLARD TOWN","50037495"
"11/25/2025","Page 1 of 92"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
"0","NC 111","0.000","","SR 1961","SR 1962","NC 111","12.744","","107222748","2023-01-04","24","1","7","1","O"
"0","NC 111","0.000","","SR 1961","SR 1727","NC 111","12.744","","104793942","2016-07-08","21","1","8","1","B"
"11/25/2025","Page 33 of 92"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
"0","NC 111","0.000","","SR 1961","NC 581","NC 111","12.744","","104567160","2015-11-23","30","1","7","5","B"
"0","NC 111","0.000","","SR 1961","SR 1764","NC 111","12.744","","107879277","2024-10-05","21","1","8","1","O"
"0","NC 111","0.000","S","SR 1961","SR 1726","NC 111","12.744","","106186600","2020-03-16","23","1","8","1","B"
"211","NC 111","0.800","S","US 70","SR 1961","NC 111","12.768","","106829776","2022-01-10","28","1","0","1","O"
"0","NC 111","0.025","N","SR 1961","US 70","NC 111","12.769","","104681098","2016-03-08","28","1","0","5","C"
"0","NC 111","0.038","N","SR 1961","SR 2245","NC 111","12.782","","107670403","2024-03-26","28","1","0","1","O"
"0","NC 111","0.042","N","SR 1961","US 70","NC 111","12.786","","105218263","2017-09-11","21","1","0","1","O"
"0","NC 111","0.050","N","SR 1961","US 70","NC 111","12.794","","105051538","2017-03-27","28","1","0","1","O"
"0","NC 111","0.076","N","SR 1961","US 70","NC 111","12.820","","105466570","2018-04-27","21","1","8","1","O"
"0","NC 111","0.100","N","SR 1961","SR 1962","NC 111","12.844","","107417727","2023-07-29","19","1","4","5","A"
"0","NC 111","0.100","N","SR 1961","US 70","NC 111","12.844","","107225085","2023-01-22","21","2","4","1","A"
"0","NC 111","0.100","N","SR 1961","US 70","NC 111","12.844","","106592914","2021-06-03","28","2","0","1","C"
"0","NC 111","0.100","N","SR 1961","ML-GOLDSBORO","NC 111","12.844","","106076774","2019-11-18","21","2","0","5","O"
"0","NC 111","0.100","N","SR 1961","US 70","NC 111","12.844","","105517514","2018-06-20","21","1","0","1","B"
"0","NC 111","0.100","N","SR 1961","US 70","NC 111","12.844","","105325027","2017-12-14","23","1","0","5","C"
"0","NC 111","0.100","N","SR 1961","US 70","NC 111","12.844","","105181482","2017-08-02","28","1","0","1","O"
"0","NC 111","0.100","NE","SR 1961","US 70","NC 111","12.844","","105528911","2018-07-01","17","1","0","5","O"
"0","NC 111","0.100","NE","SR 1961","US 70","NC 111","12.844","","105528913","2018-07-01","17","1","0","5","O"
"0","NC 111","0.110","N","SR 1961","NC 111","NC 111","12.854","","107158099","2022-11-25","21","1","0","1","O"
"0","NC 111","0.700","S","US 70","SR 1961","NC 111","12.868","","107870715","2024-09-30","28","2","0","1","O"
"211","NC 111","0.200","N","SR 1961","US 70","NC 111","12.944","","107197578","2022-12-31","19","1","0","4","B"
"0","NC 111","0.200","N","SR 1961","SR 1962","NC 111","12.944","","106154024","2020-02-10","28","1","0","5","O"
"0","NC 111","0.200","N","SR 1961","US 70","NC 111","12.944","","105768416","2019-02-05","19","1","0","5","B"
"0","NC 111","0.200","N","SR 1961","US 70","NC 111","12.944","","104829271","2016-08-24","21","1","0","1","C"
"0","NC 111","0.600","S","US 70","SR 1961","NC 111","12.968","","106170721","2020-02-25","0","2","0","5","C"
"211","NC 111","0.057","S","MOLLIE","US 70","NC 111","12.971","","106769442","2021-10-01","21","1","","1","O"
"0","NC 111","0.200","S","SR 1962","SR 1726","NC 111","12.978","","104548037","2015-10-29","18","1","0","5","O"
"0","NC 111","0.250","N","SR 1961","US 70","NC 111","12.994","","105256339","2017-10-15","21","1","0","1","C"
"211","NC 111","0.012","S","MOLLIE","MOUNT AIRY","NC 111","13.016","","107912233","2024-11-07","21","2","0","1","O"
"211","NC 111","0.280","N","SR 1961","US 70","NC 111","13.024","","107935763","2024-11-07","21","1","0","1","O"
"211","NC 111","0.003","S","MOLLIE","MILES","NC 111","13.025","","107550149","2023-11-29","28","1","0","5","O"
"211","NC 111","0.000","","MOLLIE","","NC 111","13.028","","106727363","2021-08-20","30","1","","1","O"
"11/25/2025","Page 34 of 92"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
"0","NC 111","0.000","","MOLLIE","US 70","NC 111","13.028","","106404418","2020-11-13","30","1","0","5","O"
"211","NC 111","0.000","","MOLLIE","US 70","NC 111","13.028","","105449172","2018-03-30","30","1","0","5","B"
"0","NC 111","0.000","","MOLLIE","SR 1961","NC 111","13.028","","107983897","2025-01-06","23","2","0","1","C"
"0","NC 111","0.300","N","SR 1961","ML-GOLDSBORO","NC 111","13.044","","105635228","2018-10-09","21","1","0","5","C"
"211","NC 111","0.500","S","US 70","SR 1961","NC 111","13.068","","107914707","2024-11-01","23","1","4","1","O"
"211","NC 111","0.110","S","SOUTHEAST","US 70","NC 111","13.108","","108229354","2025-09-05","28","1","0","1","O"
"211","NC 111","0.095","N","MOLLIE","US 70","NC 111","13.123","","105463749","2018-04-20","21","1","0","1","O"
"211","NC 111","0.095","N","MOLLIE","US 70","NC 111","13.123","","105392514","2018-02-09","21","1","0","4","O"
"211","NC 111","0.100","N","MOLLIE","US 70","NC 111","13.128","","106744490","2021-09-22","21","2","0","1","O"
"211","NC 111","0.100","N","MOLLIE","US 70","NC 111","13.128","","106506735","2021-02-19","30","2","4","4","C"
"211","NC 111","0.100","N","MOLLIE","US 70","NC 111","13.128","","105770032","2019-02-05","21","1","0","1","O"
"211","NC 111","0.400","N","SR 1961","SR 2245","NC 111","13.144","","107356577","2023-06-02","21","1","7","5","C"
"0","NC 111","0.400","S","US 70","SR 1726","NC 111","13.168","","107797355","2024-07-20","21","1","8","1","C"
"0","NC 111","0.400","S","US 70","SR 1961","NC 111","13.168","","106420569","2020-11-29","17","1","0","5","O"
"0","NC 111","0.007","S","SR 1962","SR 1727","NC 111","13.171","","106858435","2022-02-10","28","1","0","1","O"
"0","NC 111","0.006","S","MOUNT AIRY","SR 1961","NC 111","13.172","","105480249","2018-05-11","21","1","8","1","O"
"0","NC 111","0.005","S","SR 1962","NC 581","NC 111","13.173","","105992783","2019-09-17","21","1","0","1","O"
"0","NC 111","0.000","","SR 1962","SR 1961","NC 111","13.178","","107310345","2023-04-19","24","1","9","5","B"
"0","NC 111","0.200","S","ML-GOLDSBORO","SR 1961","NC 111","13.190","Y","106394690","2020-11-05","17","1","0","5","O"
"0","NC 111","0.013","N","SR 1962","US 70","NC 111","13.191","","105976809","2019-08-30","21","1","12","1","C"
"0","NC 111","0.014","N","SR 1962","US 70","NC 111","13.192","","106963886","2022-05-20","21","1","12","1","O"
"0","NC 111","0.021","N","SR 1962","ML-GOLDSBORO","NC 111","13.199","","107528871","2023-11-06","14","1","0","5","K"
"0","NC 111","2.000","N","NC 581","DOLLARD TOWN","NC 111","13.202","","105804510","2019-03-05","21","1","0","1","O"
"0","NC 111","0.010","S","SOUTHEAST","SR 1961","NC 111","13.208","","104654419","2016-02-19","21","1","12","1","C"
"0","NC 111","0.000","","PVA SOUTHEAST DR","SR 1962","NC 111","13.218","","106072905","2019-11-21","23","1","8","4","B"
"0","NC 111","0.000","","SOUTHEAST","US 70","NC 111","13.218","","108013684","2025-01-25","24","1","8","1","O"
"211","NC 111","0.000","","SOUTHEAST","NC 111","NC 111","13.218","","107627176","2024-02-18","30","1","8","1","C"
"211","NC 111","0.000","","SOUTHEAST","78TH","NC 111","13.218","","106578619","2021-04-08","30","1","8","1","C"
"0","NC 111","0.000","","SOUTHEAST","US 70","NC 111","13.218","","106574249","2021-05-10","24","1","8","5","B"
"211","NC 111","0.000","","SOUTHEAST","","NC 111","13.218","","106837593","2022-01-19","30","1","0","1","B"
"0","NC 111","0.000","","SOUTHEAST","SR 1961","NC 111","13.218","","106362380","2020-10-08","24","1","8","1","B"
"0","NC 111","0.000","","SOUTHEAST","SR 1962","NC 111","13.218","","105954265","2019-08-09","21","1","8","1","C"
"11/25/2025","Page 35 of 92"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
"0","NC 111","0.000","","SOUTHEAST","US 70","NC 111","13.218","","105541251","2018-07-08","30","1","8","5","A"
"0","NC 111","0.000","","SOUTHEAST","SR 1962","NC 111","13.218","","104725374","2016-04-28","24","1","8","1","C"
"0","NC 111","0.000","","SOUTHEAST","SR 1962","NC 111","13.218","","104725238","2016-04-15","23","1","8","1","C"
"0","NC 111","0.000","N","SOUTHEAST","US 70","NC 111","13.218","","106559752","2021-04-28","30","1","8","1","O"
"0","NC 111","0.000","N","SOUTHEAST","US 70","NC 111","13.218","","106416738","2020-11-20","23","1","8","1","O"
"0","NC 111","0.003","N","SOUTHEAST","US 70","NC 111","13.221","","106647675","2021-08-01","21","2","8","1","O"
"211","PVA NC 111","0.340","S","US 70","SOUTHEAST","NC 111","13.228","","107219244","2023-01-18","14","1","0","1","C"
"0","NC 111","0.500","N","SR 1961","US 70","NC 111","13.244","","104853886","2016-09-11","21","1","0","1","B"
"211","NC 111","0.500","N","SR 1961","SR 2245","NC 111","13.244","","108246184","2025-09-27","21","1","8","4","O"
"0","NC 111","0.033","N","SOUTHEAST","US 70","NC 111","13.251","","104663463","2016-03-03","21","1","0","1","O"
"211","NC 111","0.038","N","SOUTHEAST","US 70","NC 111","13.256","","108060651","2025-03-26","21","1","0","2","O"
"0","NC 111","0.045","N","SOUTHEAST","US 70","NC 111","13.263","","104526045","2015-10-16","21","1","0","1","B"
"211","NC 111","0.047","N","SOUTHEAST","US 70","NC 111","13.265","","107828336","2024-08-22","21","1","0","1","B"
"0","NC 111","0.300","S","US 70","SR 1962","NC 111","13.268","","106250678","2020-06-09","21","1","0","5","C"
"0","NC 111","0.300","S","US 70","MOLLIE","NC 111","13.268","","105917790","2019-07-06","24","1","4","1","A"
"211","NC 111","0.300","S","US 70","SOUTHEAST","NC 111","13.268","","106977553","2022-06-04","24","1","0","1","O"
"211","NC 111","0.095","N","MOUNT AIRY","US 70","NC 111","13.273","","107953392","2024-12-11","2","2","0","1","B"
"211","NC 111","0.250","N","MOLLIE","US 70","NC 111","13.278","","106873487","2022-02-18","30","1","0","1","O"
"211","NC 111","0.250","N","MOLLIE","US 70","NC 111","13.278","","106753206","2021-11-04","21","2","0","1","O"
"211","NC 111","0.060","N","SOUTHEAST","US 70","NC 111","13.278","","107632643","2024-02-20","30","1","0","3","C"
"0","NC 111","0.100","N","SR 1962","US 70","NC 111","13.278","","107667831","2024-03-21","21","1","0","1","O"
"0","NC 111","0.100","S","ML-GOLDSBORO","SR 1727","NC 111","13.290","Y","106576002","2021-05-13","28","1","0","1","O"
"0","NC 111","0.100","S","ML-GOLDSBORO","SR 1962","NC 111","13.290","Y","106262470","2020-06-20","24","1","8","1","O"
"0","NC 111","0.083","N","PVA SOUTHEAST DR","US 70","NC 111","13.301","","106652294","2021-08-06","27","1","8","1","C"
"0","NC 111","0.100","N","SOUTHEAST","US 70","NC 111","13.318","","105830234","2019-04-08","23","2","4","2","C"
"211","NC 111","0.100","N","SOUTHEAST","US 70","NC 111","13.318","","104665732","2016-02-13","21","1","0","1","C"
"211","NC 111","0.250","S","US 70","SOUTHEAST","NC 111","13.318","","106773993","2021-11-18","28","1","0","4","O"
"211","NC 111","0.300","N","MOLLIE","US 70","NC 111","13.328","","106803341","2021-12-05","21","1","0","5","O"
"211","NC 111","0.240","S","US 70","SOUTHEAST","NC 111","13.328","","107641947","2024-03-01","21","2","0","4","O"
"0","NC 111","0.057","S","ML-GOLDSBORO","SR 1962","NC 111","13.333","Y","107232654","2023-01-24","14","1","0","1","A"
"211","NC 111","0.200","S","US 70","SOUTHEAST","NC 111","13.368","","107397096","2023-07-12","28","1","0","1","B"
"0","NC 111","0.200","S","US 70","SOUTHEAST","NC 111","13.368","","107126407","2022-10-23","30","1","7","4","O"
"11/25/2025","Page 36 of 92"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
"0","NC 111","0.200","S","US 70","SR 1727","NC 111","13.368","","106712111","2021-09-27","21","1","0","1","O"
"0","NC 111","0.200","S","US 70","SR 1962","NC 111","13.368","","106203413","2020-04-07","23","1","0","2","C"
"0","NC 111","0.200","S","US 70","SR 1962","NC 111","13.368","","106068515","2019-11-19","21","1","0","1","O"
"0","NC 111","0.200","S","US 70","SR 1961","NC 111","13.368","","108036961","2025-02-28","21","1","0","1","B"
"211","NC 111","0.200","S","US 70","MOLLIE","NC 111","13.368","","105176029","2017-07-25","30","1","0","1","C"
"0","NC 111","0.200","S","US 70","SR 1961","NC 111","13.368","","104852793","2016-09-15","24","1","4","1","O"
"211","NC 111","0.200","S","US 70","MOLLIE","NC 111","13.368","","105515054","2018-06-12","28","1","0","1","O"
"211","NC 111","0.200","S","US 70","SOUTHEAST","NC 111","13.368","","107662413","2024-03-18","30","1","0","1","O"
"211","NC 111","0.200","S","US 70","SOUTHEAST","NC 111","13.368","","107783714","2024-07-14","2","1","0","5","C"
"0","NC 111","0.200","S","US 70","SR 2245","NC 111","13.368","","107594672","2024-01-12","24","1","4","1","B"
"211","NC 111","0.190","S","US 70","SOUTHEAST","NC 111","13.378","","108083831","2025-04-05","21","1","0","1","C"
"211","NC 111","0.170","N","SOUTHEAST","US 70","NC 111","13.388","","108194814","2025-08-07","21","1","0","1","O"
"0","NC 111","0.180","S","US 70","SR 1961","NC 111","13.388","","106946824","2022-05-06","21","1","0","1","C"
"211","NC 111","0.170","S","US 70","","NC 111","13.398","","105728071","2018-12-09","30","6","0","5","C"
"211","NC 111","0.160","S","US 70","SOUTHEAST","NC 111","13.408","","107140182","2022-11-10","21","1","0","1","C"
"211","NC 111","0.200","N","SOUTHEAST","US 70","NC 111","13.418","","106997236","2022-06-24","21","1","0","1","C"
"211","NC 111","0.130","S","US 70","SOUTHEAST","NC 111","13.438","","107031059","2022-07-29","21","1","0","1","B"
"211","NC 111","0.230","N","SOUTHEAST","US 70","NC 111","13.448","","106495170","2021-01-07","30","1","0","5","O"
"211","NC 111","0.114","S","US 70","SOUTHEAST","NC 111","13.454","","107644092","2024-03-04","30","1","12","4",""
"211","NC 111","0.110","S","US 70","SOUTHEAST","NC 111","13.458","","108018166","2025-02-11","30","1","0","1","C"
"211","NC 111","0.250","N","SOUTHEAST","US 70","NC 111","13.468","","105971929","2019-08-21","30","1","0","1",""
"211","NC 111","0.100","S","US 70","*LCL SOUTH EAST DRIVE ","NC 111","13.468","","107624605","2024-02-12","2","2","0","1","C"
"0","NC 111","0.100","S","US 70","SR 1961","NC 111","13.468","","106790150","2021-12-03","28","1","0","1","O"
"0","NC 111","0.100","S","US 70","SR 1961","NC 111","13.468","","106659902","2021-08-14","29","1","0","1","B"
"211","NC 111","0.100","S","US 70","SOUTHEAST","NC 111","13.468","","106559749","2021-04-28","21","1","0","1","O"
"211","NC 111","0.100","S","US 70","SR 1961","NC 111","13.468","","106351730","2020-09-24","24","1","4","1","O"
"211","NC 111","0.100","S","US 70","MOLLIE","NC 111","13.468","","106152265","2019-12-29","28","2","0","5","O"
"211","NC 111","0.100","S","US 70","SR 1962","NC 111","13.468","","106213357","2020-04-28","28","1","0","1","O"
"211","NC 111","0.100","S","US 70","SR 1962","NC 111","13.468","","105987538","2019-09-07","28","1","0","1","O"
"0","NC 111","0.100","S","US 70","DOLLARD TOWN","NC 111","13.468","","105994676","2019-09-11","28","1","8","1","O"
"211","NC 111","0.100","S","US 70","MOLLIE","NC 111","13.468","","105038170","2017-03-03","21","1","0","1","O"
"11/25/2025","Page 37 of 92"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
"211","NC 111","0.100","S","US 70","MOLLIE","NC 111","13.468","","104576739","2015-11-17","30","1","0","1","C"
"0","NC 111","0.100","S","US 70","SR 1727","NC 111","13.468","","104753317","2016-05-26","13","1","0","1","O"
"211","NC 111","0.100","S","US 70","SOUTHEAST","NC 111","13.468","","104756077","2016-05-23","30","1","0","1","C"
"211","NC 111","0.100","S","US 70","MOLLIE","NC 111","13.468","","104546480","2015-10-24","30","1","0","1","C"
"0","NC 111","0.100","S","US 70","SR 1727","NC 111","13.468","","108054741","2025-03-20","21","1","0","1","C"
"0","NC 111","0.100","S","US 70","SR 1962","NC 111","13.468","","107093052","2022-09-26","28","1","0","1","O"
"211","NC 111","0.300","N","MOUNT AIRY","US 70","NC 111","13.478","","106878157","2022-03-03","21","1","0","1","O"
"211","NC 111","0.082","SE","US 70","MOLLIE","NC 111","13.486","","107719295","2024-05-14","1","2","18","5","O"
"211","NC 111","0.270","N","SOUTHEAST","US 70","NC 111","13.488","","105013887","2017-01-27","21","1","7","1","C"
"211","NC 111","0.076","S","US 70","MOUNT AIRY","NC 111","13.492","","107846178","2024-09-10","28","1","0","1","O"
"211","NC 111","0.073","S","US 70","SOUTHEAST","NC 111","13.495","","107446433","2023-09-02","13","1","0","1","O"
"211","NC 111","0.068","S","US 70","SOUTHEAST","NC 111","13.500","","107688509","2024-04-15","30","1","0","1","O"
"211","NC 111","0.066","S","US 70","SOUTHEAST","NC 111","13.502","","107324038","2023-05-04","28","1","0","1","O"
"211","NC 111","0.057","S","US 70","SOUTHEAST","NC 111","13.511","","106892337","2022-03-16","21","2","0","4",""
"211","NC 111","0.057","S","US 70","MOLLIE","NC 111","13.511","","104539397","2015-10-19","23","1","0","1","O"
"211","NC 111","0.056","S","US 70","SOUTHEAST","NC 111","13.512","","107707305","2024-05-03","30","1","0","1","B"
"211","NC 111","0.055","S","US 70","MOLLIE","NC 111","13.513","","107793998","2024-07-23","30","1","0","1","C"
"211","NC 111","0.051","S","US 70","SOUTHEAST","NC 111","13.517","","107679951","2024-04-04","30","1","0","1","C"
"211","NC 111","0.300","N","SOUTHEAST","US 70","NC 111","13.518","","107524071","2023-11-11","21","2","0","1","O"
"211","NC 111","0.050","S","US 70","MOUNT AIRY","NC 111","13.518","","107487616","2023-10-10","13","1","0","4","O"
"211","NC 111","0.038","S","US 70","SOUTHEAST","NC 111","13.530","","107098128","2022-10-03","23","2","0","1","O"
"211","NC 111","0.038","S","US 70","MOLLIE","NC 111","13.530","","105608490","2018-09-08","30","1","4","1","C"
"211","NC 111","0.038","S","US 70","MOLLIE","NC 111","13.530","","105163864","2017-07-07","28","1","0","1","O"
"211","NC 111","0.320","N","SOUTHEAST","US 70","NC 111","13.538","","108178003","2025-07-15","21","1","7","1","B"
"211","NC 111","0.320","N","SOUTHEAST","US 70","NC 111","13.538","","108080694","2025-04-12","21","1","7","1","O"
"211","NC 111","0.028","S","US 70","MOLLIE","NC 111","13.540","","104887017","2016-09-16","23","1","0","1","O"
"211","NC 111","0.019","S","US 70","SOUTHEAST","NC 111","13.549","","107229312","2023-01-30","21","2","12","1","C"
"211","NC 111","0.019","S","US 70","SOUTHEAST","NC 111","13.549","","107109662","2022-10-11","21","1","0","1","O"
"211","NC 111","0.019","S","US 70","SOUTHEAST","NC 111","13.549","","106999844","2022-06-26","21","1","0","1","O"
"211","NC 111","0.019","S","US 70","SOUTHEAST","NC 111","13.549","","106825023","2022-01-06","28","1","0","4","O"
